timestamp_utc,power_w,aiclk_mhz,asic_temp_c
2026-08-11T01:29:15.602652+00:00,44.0,800,57.6
2026-08-11T01:29:17.817669+00:00,74.0,1350,61.6
2026-08-11T01:29:20.085829+00:00,75.0,1350,61.9
2026-08-11T01:29:22.299485+00:00,77.0,1350,62.7
2026-08-11T01:29:24.510787+00:00,75.0,1350,63.2
2026-08-11T01:29:26.726080+00:00,75.0,1350,64.0
2026-08-11T01:29:28.935908+00:00,75.0,1350,64.6
2026-08-11T01:29:31.163901+00:00,75.0,1350,64.9
2026-08-11T01:29:33.379769+00:00,78.0,1350,65.5
2026-08-11T01:29:35.591897+00:00,78.0,1350,65.9
2026-08-11T01:29:37.802904+00:00,77.0,1350,66.3
2026-08-11T01:29:40.019068+00:00,78.0,1350,66.8
2026-08-11T01:29:42.230284+00:00,78.0,1350,67.2
2026-08-11T01:29:44.444557+00:00,79.0,1350,67.6
2026-08-11T01:29:46.656122+00:00,78.0,1350,67.7
2026-08-11T01:29:48.872673+00:00,79.0,1350,68.0
2026-08-11T01:29:51.088000+00:00,78.0,1350,68.4
2026-08-11T01:29:53.301224+00:00,80.0,1350,68.6
2026-08-11T01:29:55.518149+00:00,80.0,1350,68.7
2026-08-11T01:29:57.731419+00:00,80.0,1350,69.0
2026-08-11T01:29:59.943588+00:00,79.0,1350,69.1
2026-08-11T01:30:02.156944+00:00,80.0,1350,69.1
2026-08-11T01:30:04.367482+00:00,80.0,1350,69.2
2026-08-11T01:30:06.578749+00:00,80.0,1350,69.8
2026-08-11T01:30:08.789888+00:00,80.0,1350,69.6
2026-08-11T01:30:10.999687+00:00,80.0,1350,69.9
2026-08-11T01:30:13.213774+00:00,80.0,1350,70.1
2026-08-11T01:30:15.423824+00:00,80.0,1350,69.8
2026-08-11T01:30:17.635836+00:00,81.0,1350,70.0
2026-08-11T01:30:19.851087+00:00,80.0,1350,70.1
2026-08-11T01:30:22.062042+00:00,80.0,1350,70.5
2026-08-11T01:30:24.272801+00:00,80.0,1350,70.5
2026-08-11T01:30:26.486470+00:00,81.0,1350,70.5
2026-08-11T01:30:28.704169+00:00,82.0,1350,70.5
2026-08-11T01:30:30.921089+00:00,80.0,1350,70.8
2026-08-11T01:30:33.134629+00:00,81.0,1350,70.9
2026-08-11T01:30:35.351134+00:00,80.0,1350,70.8
2026-08-11T01:30:37.561138+00:00,80.0,1350,70.8
2026-08-11T01:30:39.777296+00:00,80.0,1350,70.9
2026-08-11T01:30:41.989431+00:00,82.0,1350,71.2
2026-08-11T01:30:44.201787+00:00,82.0,1350,71.0
2026-08-11T01:30:46.413972+00:00,80.0,1350,71.3
2026-08-11T01:30:48.626261+00:00,82.0,1350,71.2
2026-08-11T01:30:50.838822+00:00,80.0,1350,71.2
2026-08-11T01:30:53.051598+00:00,81.0,1350,71.4
2026-08-11T01:30:55.266862+00:00,82.0,1350,71.4
2026-08-11T01:30:57.481591+00:00,82.0,1350,71.6
2026-08-11T01:30:59.693356+00:00,82.0,1350,71.6
2026-08-11T01:31:01.905013+00:00,81.0,1350,71.6
2026-08-11T01:31:04.117695+00:00,81.0,1350,71.8
2026-08-11T01:31:06.329938+00:00,82.0,1350,71.4
2026-08-11T01:31:08.540869+00:00,82.0,1350,71.9
2026-08-11T01:31:10.758021+00:00,82.0,1350,71.8
2026-08-11T01:31:13.023789+00:00,80.0,1350,71.9
2026-08-11T01:31:15.237348+00:00,82.0,1350,71.9
2026-08-11T01:31:17.469540+00:00,80.0,1350,71.9
2026-08-11T01:31:19.681230+00:00,82.0,1350,71.9
2026-08-11T01:31:21.932772+00:00,80.0,1350,71.8
2026-08-11T01:31:24.143245+00:00,81.0,1350,71.9
2026-08-11T01:31:26.354195+00:00,80.0,1350,71.9
2026-08-11T01:31:28.566484+00:00,82.0,1350,71.9
2026-08-11T01:31:30.777428+00:00,81.0,1350,71.9
2026-08-11T01:31:32.993914+00:00,81.0,1350,72.1
2026-08-11T01:31:35.211356+00:00,82.0,1350,72.1
2026-08-11T01:31:37.423453+00:00,81.0,1350,71.9
2026-08-11T01:31:39.635451+00:00,81.0,1350,71.7
2026-08-11T01:31:41.847635+00:00,82.0,1350,71.9
2026-08-11T01:31:44.064172+00:00,81.0,1350,71.9
2026-08-11T01:31:46.274431+00:00,81.0,1350,71.9
2026-08-11T01:31:48.488066+00:00,82.0,1350,71.9
2026-08-11T01:31:50.700889+00:00,82.0,1350,71.8
2026-08-11T01:31:52.913892+00:00,82.0,1350,71.9
2026-08-11T01:31:55.130047+00:00,82.0,1350,71.8
2026-08-11T01:31:57.340134+00:00,82.0,1350,71.9
2026-08-11T01:31:59.556646+00:00,84.0,1350,72.1
2026-08-11T01:32:01.772666+00:00,82.0,1350,71.8
2026-08-11T01:32:03.989013+00:00,82.0,1350,71.9
2026-08-11T01:32:06.200185+00:00,82.0,1350,71.9
2026-08-11T01:32:08.416840+00:00,82.0,1350,71.9
2026-08-11T01:32:10.627668+00:00,84.0,1350,71.9
2026-08-11T01:32:12.840041+00:00,82.0,1350,71.8
2026-08-11T01:32:15.057124+00:00,82.0,1350,71.9
2026-08-11T01:32:17.268860+00:00,84.0,1350,71.8
2026-08-11T01:32:19.480873+00:00,82.0,1350,72.1
2026-08-11T01:32:21.706818+00:00,80.0,1350,71.9
2026-08-11T01:32:24.018079+00:00,82.0,1350,71.8
2026-08-11T01:32:26.245068+00:00,80.0,1350,71.8
2026-08-11T01:32:28.457406+00:00,93.0,1350,73.0
2026-08-11T01:32:30.689485+00:00,80.0,1350,72.5
